customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TotalIntlCalls;TotalDayCalls;TotalEveMinutes;TotalIntlMinutes;TotalDayMinutes;TotalEveCalls;NumbervMailMessages;CustomerServiceCalls;InternationalPlan;TotalCall;VoiceMailPlan;TotalNightCalls;TotalNightMinutes;Churn
1760-CAZHT;Male;0;No;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,8;460,2;3;123;247,8;7,4;308;128;28;1;No;358;Yes;103;152,9;No
4893-GYUJU;Female;0;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,35;1033;7;92;164,3;8,9;200,9;91;0;1;No;289;No;98;249;No
8992-VONJD;Female;0;No;Yes;13;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;56;764,55;4;83;148,9;8;248,6;85;0;3;No;284;No;109;172,5;No
4860-YZGZM;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20;185,4;6;74;213,4;7,9;196;96;0;1;No;258;No;81;196,8;No
1090-ESELR;Male;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);105,5;7611,55;3;71;229,4;10,9;271,6;108;0;2;No;305;No;121;77,3;No
2043-WVTQJ;Male;0;Yes;No;1;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;55,7;55,7;3;98;89,8;11,1;150;95;0;3;No;290;No;91;326;No
9786-IJYDL;Female;0;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;113,2;3914,05;;;;;;;;;;;;;;No
4238-HFHSN;Male;1;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;82,15;4904,85;;;;;;;;;;;;;;No
6127-IYJOZ;Male;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,85;45,85;2;44;161,4;8,4;190,9;109;0;1;No;256;No;100;231,9;No
3723-BFBGR;Male;1;No;No;24;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);54,8;1291,3;;;;;;;;;;;;;;No
9833-TGFHX;Male;0;Yes;Yes;42;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;No;Electronic check;97,1;4016,75;4;72;170;9,4;143,4;92;30;3;No;239;Yes;68;127,9;No
3884-UEBXB;Female;0;Yes;Yes;67;No;No phone service;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);36,15;2434,45;;;;;;;;;;;;;;No
1194-SPVSP;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,65;19,65;5;94;141,4;13;246,6;112;25;1;No;321;Yes;109;189,8;No
0480-BIXDE;Female;0;Yes;No;19;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,8;1743,05;3;86;205,1;17,8;175,5;78;0;4;No;271;No;100;245,2;No
1400-MMYXY;Male;1;Yes;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,9;334,65;;;;;;;;;;;;;;Yes
6504-VBLFL;Male;0;Yes;No;55;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Electronic check;58,6;3068,6;7;129;225,9;8,5;168,4;97;32;0;No;328;Yes;95;191,8;No
5688-KZTSN;Male;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20;288,05;;;;;;;;;;;;;;Yes
5140-FOMCQ;Female;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);109,15;6557,75;;;;;;;;;;;;;;No
8999-BOHSE;Female;1;No;No;11;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);89,7;1047,7;5;105;246,1;10,4;189,1;147;0;1;No;364;No;106;242;Yes
5231-FIQPA;Female;0;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,85;810,45;6;111;156,9;11;192,4;87;0;0;No;286;No;82;175,8;No
2908-ZTPNF;Female;0;No;No;36;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);34,85;1267,2;;;;;;;;;;;;;;No
6112-KTHFQ;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,3;279,3;4;92;162,6;8,7;172,2;76;0;1;No;274;No;101;250,3;No
9601-BRXPO;Female;0;Yes;No;25;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,95;2566,5;;;;;;;;;;;;;;Yes
7774-OJSXI;Male;0;No;No;31;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;103,45;3066,45;;;;;;;;;;;;;;Yes
9297-FVVDH;Female;0;Yes;Yes;57;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;84,5;4845,4;;;;;;;;;;;;;;No
8623-TMRBY;Male;1;Yes;Yes;51;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;84,2;4146,05;;;;;;;;;;;;;;Yes
2495-TTHBQ;Female;0;No;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20,4;84,75;3;88;224,9;11,4;185;98;0;2;No;296;No;105;212,4;No
2380-DAMQP;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;115,15;8349,7;;;;;;;;;;;;;;No
1266-NZYUI;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);66,85;4758,8;5;107;262,4;10,1;142,2;84;0;1;No;296;No;99;139,2;No
3096-GKWEB;Male;0;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,75;1691,9;;;;;;;;;;;;;;No
6598-RFFVI;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,3;28,3;3;90;294,6;10,8;294,7;72;0;1;No;287;No;121;260,1;Yes
4342-HENTK;Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,65;142,35;;;;;;;;;;;;;;Yes
6702-OHFWR;Male;1;No;No;1;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;43,3;43,3;;;;;;;;;;;;;;Yes
0221-NAUXK;Male;0;No;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19,95;219,5;5;75;169,9;12,6;155,3;87;0;2;No;302;No;133;207;No
1013-QCWAM;Female;1;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,8;6690,75;;;;;;;;;;;;;;No
7228-PAQPD;Female;0;No;No;14;Yes;No;DSL;No;No;No;Yes;No;Yes;One year;No;Credit card (automatic);59,1;772,85;11;58;235;11,4;120,9;88;0;2;Yes;289;No;130;95,1;No
5076-YVXCM;Male;0;No;No;51;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);83,4;4149,45;10;86;212,3;7,8;201,9;96;0;1;No;291;No;98;176,9;No
4702-IOQDC;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,1;70,1;;;;;;;;;;;;;;Yes
1041-RXHRA;Female;0;No;No;41;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);70,25;2868,05;;;;;;;;;;;;;;Yes
3524-WQDSG;Female;0;Yes;Yes;43;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99,3;4209,95;;;;;;;;;;;;;;No
4987-GQWPO;Male;0;No;No;17;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);25,1;382,8;;;;;;;;;;;;;;No
5893-KCLGT;Female;0;No;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,75;1567;2;96;260,7;8,1;149,2;116;0;1;No;335;No;120;201;No
0963-ZBDRN;Male;0;No;No;32;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96,2;3183,4;1;44;214,5;7,9;256,4;105;0;3;No;228;No;75;233,7;Yes
2080-GKCWQ;Male;0;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;74,95;151,75;4;121;220,6;11,8;235,2;87;0;1;No;304;No;91;236,3;No
4201-JMNGR;Female;1;No;No;1;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;55,8;55,8;3;115;117,9;12;103,5;102;0;4;No;318;No;94;201;Yes
5442-BHQNG;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,35;139,25;9;117;158,1;9,7;181,8;91;0;0;No;340;No;123;266,2;No
7694-VLBWQ;Male;0;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;104,1;7040,85;;;;;;;;;;;;;;Yes
3234-VKACU;Male;0;No;No;2;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;70,3;132,4;4;110;197;4,8;187,9;117;0;2;No;341;No;108;167;No
5186-PEIZU;Female;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,25;617,65;2;109;146,5;8,5;178,1;86;0;1;No;276;No;78;137,6;No
4815-GBTCD;Female;0;Yes;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,15;99,95;;;;;;;;;;;;;;No
3967-KXAPS;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);92,3;6719,9;;;;;;;;;;;;;;No
1907-YLNYW;Male;0;No;No;8;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;66,7;579;3;113;216,6;9,9;107,8;125;0;2;No;335;No;92;217,5;No
5630-AHZIL;Female;0;No;Yes;3;Yes;No;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);64,5;177,4;1;117;215,1;11,1;119,3;109;0;1;No;318;No;90;178,7;No
3452-FLHYD;Male;0;Yes;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,95;495,15;8;125;167,8;10,5;47,4;90;0;2;No;332;No;107;163,1;No
5377-NDTOU;Female;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;91,05;6293,75;;;;;;;;;;;;;;No
8788-DOXSU;Male;0;No;No;59;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);61,35;3645,5;3;77;240,5;10,1;214,1;94;0;1;Yes;250;No;75;188,9;No
9944-HKVVB;Female;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,1;307,4;1;94;93,7;13,4;167,7;121;0;3;Yes;334;No;115;241,3;Yes
8149-AIQCG;Male;0;No;No;39;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,15;2730,85;;;;;;;;;;;;;;No
7695-PKLCZ;Female;0;No;No;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,5;1424,9;5;117;123;12,2;161,6;90;33;1;No;314;Yes;101;261,3;No
2746-DIJLO;Female;0;No;No;41;Yes;Yes;DSL;No;Yes;No;No;No;No;One year;Yes;Credit card (automatic);56,3;2364;;;;;;;;;;;;;;No
7880-XSOJX;Male;0;No;No;4;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;42,4;146,4;;;;;;;;;;;;;;No
8963-JLGJT;Male;0;No;Yes;3;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;55,9;157,55;2;87;309,2;10;200,4;105;0;1;No;313;No;118;152,1;No
8066-POXGX;Female;0;No;No;13;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35,1;446,1;;;;;;;;;;;;;;Yes
7789-HKSBS;Female;1;Yes;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);105,2;4599,15;;;;;;;;;;;;;;No
0397-ZXWQF;Male;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,5;1430,95;4;101;240,2;11,4;170,7;82;0;2;No;301;No;112;119;No
1251-STYSZ;Female;1;No;No;4;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;80,25;303,7;;;;;;;;;;;;;;No
5371-VYLSX;Female;1;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;83,4;4113,7;;;;;;;;;;;;;;No
5624-BQSSA;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,95;20,95;6;108;109,6;9,1;209,5;64;32;6;No;329;Yes;145;189,7;Yes
5906-CVLHP;Female;0;Yes;Yes;45;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);54,15;2319,8;;;;;;;;;;;;;;Yes
1360-JYXKQ;Female;1;Yes;No;54;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;99,1;5437,1;5;85;168,5;13,3;260,9;103;0;3;No;287;No;91;178,3;No
4695-WJZUE;Female;1;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;88,55;179,25;;;;;;;;;;;;;;Yes
5908-QMGOE;Male;1;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,2;1133,9;;;;;;;;;;;;;;Yes
6265-SXWBU;Male;0;Yes;Yes;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);95,75;6511,25;;;;;;;;;;;;;;No
1536-HBSWP;Female;0;No;No;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;49,9;49,9;6;135;219,1;10,5;204,4;90;0;3;Yes;348;No;114;222,7;No
1506-YJTYT;Male;0;Yes;Yes;45;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);73,85;3371;;;;;;;;;;;;;;No
8982-NHAVY;Male;0;No;No;27;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);100,5;2673,45;;;;;;;;;;;;;;No
4115-NZRKS;Female;1;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,15;574,35;4;116;292,1;9,8;178,7;138;0;0;No;359;No;101;265,9;No
8821-XNHVZ;Female;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;80,05;80,05;;;;;;;;;;;;;;Yes
9150-KPBJQ;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,65;116,85;2;65;232,1;7,5;182,5;96;0;2;No;247;No;82;149,2;No
9281-CEDRU;Female;0;Yes;No;68;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);64,1;4326,25;5;88;175,1;5,4;251,6;103;0;1;No;309;No;112;184,4;No
5149-QYTTU;Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);95,15;6770,85;;;;;;;;;;;;;;No
1309-BXVOQ;Male;0;Yes;No;21;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;106,1;2249,95;;;;;;;;;;;;;;Yes
7124-UGSUR;Female;1;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);104,4;6405;;;;;;;;;;;;;;Yes
5499-ECUTN;Female;0;Yes;No;47;Yes;No;DSL;Yes;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);66,05;3021,45;2;89;234;11,6;153,8;89;0;4;No;261;No;77;196,3;No
7521-AFHAB;Female;0;Yes;Yes;5;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,8;220,45;5;91;154,9;13,4;207;121;0;3;No;332;No;112;245,1;No
6551-VLJMV;Male;0;Yes;No;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,05;679;5;86;185,5;9,5;113,2;97;0;1;No;334;No;145;237,3;No
5494-WOZRZ;Female;0;Yes;Yes;71;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);82;5999,85;6;114;138,2;5,5;139,8;91;29;0;Yes;299;Yes;88;221;No
3055-OYMSE;Female;1;No;No;53;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,8;4003,85;6;130;186,4;7,7;141,4;114;33;1;No;362;Yes;111;210;No
1163-ONYEY;Male;0;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);74,55;3023,55;;;;;;;;;;;;;;No
0909-SDHNU;Female;0;No;Yes;7;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;29,8;201,95;;;;;;;;;;;;;;No
1093-YSWCA;Male;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,55;223,15;8;83;248,6;9,6;184,8;101;0;1;No;306;No;113;133,1;No
5453-YBTWV;Male;0;Yes;Yes;70;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);101,1;6994,8;2;107;323,2;7,5;127;75;0;1;No;312;No;127;143,9;No
6804-GDMOI;Female;0;No;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;106,6;6428,4;;;;;;;;;;;;;;Yes
1051-EQPZR;Female;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,6;780,25;3;71;145,9;9,9;116,7;88;26;1;No;266;Yes;103;175,1;No
8496-EJAUI;Male;0;No;No;19;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,85;1424,5;6;147;208,9;13,5;179,3;89;0;1;No;341;No;98;248,2;Yes
7398-LXGYX;Male;0;Yes;No;44;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);84,8;3626,35;;;;;;;;;;;;;;No
4795-KTRTH;Female;1;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81;371,65;;;;;;;;;;;;;;Yes
5022-KVDQT;Male;0;No;No;27;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,3;2272,8;;;;;;;;;;;;;;No
5680-LQOGP;Female;0;No;No;68;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);82,45;5646,6;4;79;162,3;10,5;147;103;0;1;No;267;No;80;162,9;No
5146-CBVOE;Female;0;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,1;1212,85;2;98;229,9;14,8;164,8;96;0;2;No;306;No;108;167,3;No
1023-BQXZE;Male;0;No;No;57;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,35;4317,35;2;129;152,8;5,1;177,3;105;0;0;No;328;No;92;162,9;No
8237-ULIXL;Female;0;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24,85;1871,85;;;;;;;;;;;;;;No
0442-ZXKVS;Female;1;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);115,6;6431,05;;;;;;;;;;;;;;No
9372-TXXPS;Female;0;Yes;No;60;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);59,85;3483,45;4;89;172,8;8,8;209,5;85;0;1;No;281;No;102;94,1;No
0739-UUAJR;Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);53,8;3952,45;;;;;;;;;;;;;;No
4098-NAUKP;Male;1;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;84,65;5683,6;;;;;;;;;;;;;;No
2393-DIVAI;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20;61,7;3;102;102,2;11,1;60;80;37;0;No;291;Yes;106;261,8;No
5103-MHMHY;Female;0;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,95;45,95;5;120;207;12;252,3;112;0;3;Yes;335;No;95;284,6;Yes
6839-ITVZJ;Female;0;Yes;Yes;26;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60,05;1616,15;;;;;;;;;;;;;;Yes
2791-SFVEW;Female;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,15;238,15;3;106;292,7;5,5;194,8;103;0;0;No;294;No;82;224,6;No
1307-ATKGB;Male;0;No;No;24;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;89,55;2187,15;11;116;212,1;15,1;195,4;101;0;1;No;363;No;134;138,4;No
0851-DFJKB;Female;0;No;No;15;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;58,95;955,15;7;113;220,4;10,7;230,2;79;0;4;No;314;No;111;204,7;No
8262-COGGB;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,45;20,45;4;97;174;13;172,3;108;0;2;No;330;No;119;188,2;No
2091-MJTFX;Female;0;Yes;Yes;30;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);51,2;1561,5;;;;;;;;;;;;;;Yes
0270-THENM;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);69,85;5102,35;;;;;;;;;;;;;;No
0277-ORXQS;Male;0;Yes;Yes;66;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);50,55;3364,55;;;;;;;;;;;;;;No
6198-ZFIOJ;Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75,6;402,5;;;;;;;;;;;;;;No
1685-BQULA;Female;0;No;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);93,4;3756,4;;;;;;;;;;;;;;No
7503-MIOGA;Female;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89,85;6697,35;1;115;153,6;17;268;106;0;3;No;290;No;65;232,3;No
1722-LDZJS;Male;0;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,2;1068,15;2;96;229;13,3;207,6;112;0;1;No;342;No;131;162,6;No
4719-UMSIY;Male;0;No;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,65;100,9;4;74;195,1;8,8;209,9;77;0;2;No;276;No;119;208,2;No
2208-UGTGR;Male;0;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;98,6;5581,05;;;;;;;;;;;;;;No
1902-XBTFB;Male;0;No;Yes;22;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,4;2001,5;;;;;;;;;;;;;;Yes
7054-ENNGU;Female;0;Yes;No;9;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;50,85;466,6;4;114;206,9;11,3;197,5;119;0;1;No;347;No;109;163,6;No
2798-NYLMZ;Male;0;Yes;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,55;7616;5;85;222,3;8,3;231;82;43;2;No;279;Yes;105;148;No
6115-ZTBFQ;Female;0;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);65,5;4919,7;;;;;;;;;;;;;;No
9430-NKQLY;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,1;1790,8;;;;;;;;;;;;;;No
9419-IPPBE;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;One year;Yes;Electronic check;90,15;4554,85;;;;;;;;;;;;;;No
5980-BDHPY;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);87,1;6230,1;;;;;;;;;;;;;;No
5686-CMAWK;Male;0;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;One year;No;Electronic check;86,75;1410,25;5;106;165,7;9,8;294,9;115;36;3;No;292;Yes;63;189,2;No
5955-ERIHD;Male;0;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,7;1687,95;;;;;;;;;;;;;;Yes
7245-NIIWQ;Female;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,85;199,85;8;90;179,3;11,9;91,1;115;0;2;No;304;No;89;300,7;No
